"StateNum","Age","Respondents","HealthySleepers"
31,54,405,274
31,55,472,322
31,56,422,280
31,57,435,295
31,58,426,291
31,59,470,350
31,60,537,391
31,61,466,325
31,62,512,387
31,63,491,348
31,64,476,344
31,65,537,403
31,66,427,321
31,67,479,382
31,68,378,290
31,69,373,271
31,70,438,335
31,71,380,285
31,72,376,296
31,73,329,262
31,74,310,247
31,75,336,256
31,76,300,233
31,77,304,238
31,78,285,215
31,79,226,176
31,80,2124,1607
32,18,28,20
32,19,27,20
32,20,29,19
32,21,31,22
32,22,26,15
32,23,32,16
32,24,29,17
32,25,43,24
32,26,33,23
32,27,29,18
32,28,34,21
32,29,29,12
32,30,34,21
32,31,30,20
32,32,59,30
32,33,54,25
32,34,38,31
32,35,51,34
32,36,37,23
32,37,38,20
32,38,44,33
32,39,50,38
32,40,50,29
32,41,36,21
32,42,52,33
32,43,50,33
32,44,66,36
32,45,57,27
32,46,46,30
32,47,56,31
32,48,57,40
32,49,64,43
32,50,78,52
32,51,54,30
32,52,73,35
32,53,60,41
32,54,80,44
32,55,78,46
32,56,51,33
32,57,75,50
32,58,78,49
32,59,73,42
32,60,84,51
32,61,74,53
32,62,88,60
32,63,72,55
32,64,91,66
32,65,90,63
32,66,87,63
32,67,91,58
32,68,68,44
32,69,70,50
32,70,76,59
32,71,70,51
32,72,80,62
32,73,64,44
32,74,65,50
32,75,56,42
32,76,58,39
32,77,52,35
32,78,46,36
32,79,39,29
32,80,263,186
33,18,26,18
33,19,24,15
33,20,30,24
33,21,28,18
33,22,35,23
33,23,40,29
33,24,42,31
33,25,39,22
33,26,38,23
33,27,36,23
33,28,47,31
33,29,38,22
33,30,48,31
33,31,56,36
33,32,54,30
33,33,52,34
33,34,62,40
33,35,76,48
33,36,52,27
33,37,60,37
33,38,51,29
33,39,59,40
33,40,62,42
33,41,54,39
33,42,86,62
33,43,94,65
33,44,82,60
33,45,100,67
33,46,80,48
33,47,89,64
33,48,98,64
33,49,117,72
33,50,123,78
33,51,127,79
33,52,112,72
33,53,130,79
33,54,148,94
33,55,128,87
33,56,128,92
33,57,148,103
33,58,126,89
33,59,164,118
33,60,192,136
33,61,166,108
33,62,166,111
33,63,140,96
33,64,127,88
33,65,185,134
33,66,181,131
33,67,153,113
33,68,141,99
33,69,90,66
33,70,152,107
33,71,112,84
33,72,117,94
33,73,93,66
33,74,81,58
33,75,82,63
33,76,78,62
33,77,74,55
33,78,87,63
33,79,77,63
33,80,508,378
34,18,84,64
34,19,81,60
34,20,86,57
34,21,86,54
34,22,83,50
34,23,88,54
34,24,91,61
34,25,105,62
34,26,100,60
34,27,97,61
34,28,128,82
34,29,115,69
34,30,128,78
34,31,133,67
34,32,150,90
34,33,135,86
34,34,153,101
34,35,167,102
34,36,136,79
34,37,151,94
34,38,160,91
34,39,160,101
34,40,210,136
34,41,125,67
34,42,190,110
34,43,185,124
34,44,204,128
34,45,215,126
34,46,216,131
34,47,241,139
34,48,214,132
34,49,208,110
34,50,318,182
34,51,260,160
34,52,330,214
34,53,262,157
34,54,294,189
34,55,286,173
34,56,287,162
34,57,319,192
34,58,313,177
34,59,318,190
34,60,316,198
34,61,286,173
34,62,310,189
34,63,271,167
34,64,296,192
34,65,315,204
34,66,262,176
34,67,308,207
34,68,226,165
34,69,202,143
34,70,251,172
34,71,223,156
34,72,190,126
34,73,158,101
34,74,148,100
34,75,154,102
34,76,140,82
34,77,124,82
34,78,127,86
34,79,128,82
34,80,994,686
35,18,58,41
35,19,54,36
35,20,83,65
35,21,60,47
35,22,79,55
35,23,74,48
35,24,67,51
35,25,78,49
35,26,53,33
35,27,72,53
35,28,84,48
35,29,73,48
35,30,109,75
35,31,73,38
35,32,91,50
35,33,95,65
35,34,91,57
35,35,118,79
35,36,111,73
35,37,93,59
35,38,107,62
35,39,86,49
35,40,120,82
35,41,67,40
35,42,115,73
35,43,96,66
35,44,96,67
35,45,103,74
35,46,119,76
35,47,138,94
35,48,113,75
35,49,113,73
35,50,182,129
35,51,131,92
35,52,188,113
35,53,184,114
35,54,209,144
35,55,198,134
35,56,183,124
35,57,212,140
35,58,201,136
35,59,201,139
35,60,201,142
35,61,189,128
35,62,248,170
35,63,224,165
35,64,234,172
35,65,218,159
35,66,192,132
35,67,257,188
35,68,187,128
35,69,147,104
35,70,198,140
35,71,159,130
35,72,156,124
35,73,125,95
35,74,112,92
35,75,110,80
35,76,114,91
35,77,130,94
35,78,112,89
35,79,96,73
35,80,606,466
36,18,50,30
36,19,57,42
36,20,39,24
36,21,63,40
36,22,65,46
36,23,74,46
36,24,54,32
36,25,82,54
36,26,66,42
36,27,92,60
36,28,79,45
36,29,67,40
36,30,89,51
36,31,62,33
36,32,83,47
36,33,82,44
36,34,75,47
36,35,89,60
36,36,73,41
36,37,80,47
36,38,72,44
36,39,77,41
36,40,97,57
36,41,89,53
36,42,81,51
36,43,104,58
36,44,103,67
36,45,96,51
36,46,114,63
36,47,92,66
36,48,115,61
36,49,103,67
36,50,152,98
36,51,102,60
36,52,157,79
36,53,144,88
36,54,135,87
36,55,141,81
36,56,137,90
36,57,149,91
36,58,155,94
36,59,162,99
36,60,174,110
36,61,177,115
36,62,162,105
36,63,142,93
36,64,110,64
36,65,154,93
36,66,119,73
36,67,138,104
36,68,106,68
36,69,117,86
36,70,135,91
36,71,96,64
36,72,113,82
36,73,93,61
36,74,71,52
36,75,92,61
36,76,84,51
36,77,86,61
36,78,61,42
36,79,82,53
36,80,527,367
37,18,62,47
37,19,50,33
37,20,60,46
37,21,78,52
37,22,57,40
37,23,56,35
37,24,71,39
37,25,69,49
37,26,89,62
37,27,69,46
37,28,81,49
37,29,79,45
37,30,103,68
37,31,66,43
37,32,91,62
37,33,86,56
37,34,84,48
37,35,95,62
37,36,76,51
37,37,83,44
37,38,83,57
37,39,89,58
37,40,125,78
37,41,93,58
37,42,101,74
37,43,118,83
37,44,118,78
37,45,90,52
37,46,105,57
37,47,118,70
37,48,120,78
37,49,126,74
37,50,129,87
37,51,103,63
37,52,135,83
37,53,129,81
37,54,98,61
37,55,152,101
37,56,142,79
37,57,157,99
37,58,142,90
37,59,158,103
37,60,175,114
37,61,139,97
37,62,184,128
37,63,192,129
37,64,165,103
37,65,173,128
37,66,185,119
37,67,213,157
37,68,136,100
37,69,108,82
37,70,156,116
37,71,119,79
37,72,104,76
37,73,109,86
37,74,90,70
37,75,107,74
37,76,80,63
37,77,91,71
37,78,83,59
37,79,67,46
37,80,552,406
38,18,47,38
38,19,48,34
38,20,36,27
38,21,60,44
38,22,43,29
38,23,50,36
38,24,63,44
38,25,52,33
38,26,57,33
38,27,61,43
38,28,74,51
38,29,63,38
38,30,75,43
38,31,59,43
38,32,60,38
38,33,80,45
38,34,85,56
38,35,78,51
38,36,79,44
38,37,101,74
38,38,85,52
38,39,84,59
38,40,92,62
38,41,79,49
38,42,84,56
38,43,82,54
38,44,84,60
38,45,93,69
38,46,89,57
38,47,117,79
38,48,106,72
38,49,90,69
38,50,154,101
38,51,104,77
38,52,170,111
38,53,138,91
38,54,161,111
38,55,179,125
38,56,173,124
38,57,165,114
38,58,194,143
38,59,191,142
38,60,216,160
38,61,192,142
38,62,240,172
38,63,201,149
38,64,173,130
38,65,186,144
38,66,173,140
38,67,187,135
38,68,144,121
38,69,128,105
38,70,149,105
38,71,123,99
38,72,133,101
38,73,142,106
38,74,100,77
38,75,112,88
38,76,112,89
38,77,108,86
38,78,100,73
38,79,83,62
38,80,797,592
39,18,75,53
39,19,63,45
39,20,54,30
39,21,59,41
39,22,59,41
39,23,68,46
39,24,72,46
39,25,76,46
39,26,68,39
39,27,71,43
39,28,92,59
39,29,71,44
39,30,85,51
39,31,75,48
39,32,103,56
39,33,79,42
39,34,93,57
39,35,89,51
39,36,116,67
39,37,108,59
39,38,104,67
39,39,93,54
39,40,117,70
39,41,117,63
39,42,145,83
39,43,136,79
39,44,139,74
39,45,129,82
39,46,157,92
39,47,177,110
39,48,159,84
39,49,144,80
39,50,202,121
39,51,179,95
39,52,221,133
39,53,214,127
39,54,225,131
39,55,248,146
39,56,260,147
39,57,291,179
39,58,270,166
39,59,229,135
39,60,268,161
39,61,258,153
39,62,300,204
39,63,280,208
39,64,301,190
39,65,308,200
39,66,254,169
39,67,295,204
39,68,191,138
39,69,170,120
39,70,203,144
39,71,200,156
39,72,199,144
39,73,203,149
39,74,176,129
39,75,189,148
39,76,160,120
39,77,149,110
39,78,139,111
39,79,122,88
39,80,1032,759
40,18,51,34
40,19,58,36
40,20,61,45
40,21,57,42
40,22,55,40
40,23,71,41
40,24,71,41
40,25,59,36
40,26,66,33
40,27,73,43
40,28,76,48
40,29,67,41
40,30,88,49
40,31,75,47
40,32,93,62
40,33,98,53
40,34,91,49
40,35,85,58
40,36,80,38
40,37,108,67
40,38,102,69
40,39,86,46
40,40,115,74
40,41,96,57
40,42,97,56
40,43,113,78
40,44,86,51
40,45,102,57
40,46,103,61
40,47,109,64
40,48,114,69
40,49,108,72
40,50,143,82
40,51,131,75
40,52,164,85
40,53,146,88
40,54,168,97
40,55,159,107
40,56,173,112
40,57,181,111
40,58,183,114
40,59,176,114
40,60,211,135
40,61,192,125
40,62,206,149
40,63,218,141
40,64,177,119
40,65,231,162
40,66,203,143
40,67,183,130
40,68,180,124
40,69,147,98
40,70,183,137
40,71,166,121
40,72,158,120
40,73,162,133
40,74,150,113
40,75,129,95
40,76,125,86
40,77,134,107
40,78,112,92
40,79,97,71
40,80,741,555
41,18,42,35
41,19,39,23
41,20,38,27
41,21,37,26
41,22,36,28
41,23,38,26
41,24,49,37
41,25,52,37
41,26,32,26
41,27,46,29
41,28,49,32
41,29,45,35
41,30,59,37
41,31,47,33
41,32,51,28
41,33,49,24
41,34,39,22
41,35,40,24
41,36,52,33
41,37,61,43
41,38,50,31
41,39,57,39
41,40,48,26
41,41,43,26
41,42,60,41
41,43,52,35
41,44,62,40
41,45,73,53
41,46,68,48
41,47,69,42
41,48,83,49
41,49,68,47
41,50,92,65
41,51,66,51
41,52,87,59
41,53,76,48
41,54,86,62
41,55,101,66
41,56,91,59
41,57,120,74
41,58,111,70
41,59,124,97
41,60,114,81
41,61,109,72
41,62,152,107
41,63,113,77
41,64,119,89
41,65,156,114
41,66,127,97
41,67,151,115
41,68,131,97
41,69,121,94
41,70,120,98
41,71,105,80
41,72,104,80
41,73,106,83
41,74,82,64
41,75,74,56
41,76,76,63
41,77,64,55
41,78,77,54
41,79,55,47
41,80,479,360
42,18,62,36
42,19,61,43
42,20,59,36
42,21,64,46
42,22,68,50
42,23,81,46
42,24,101,56
42,25,88,54
42,26,73,48
42,27,75,44
42,28,85,56
42,29,83,51
42,30,96,64
42,31,84,52
42,32,95,57
42,33,108,57
42,34,107,64
42,35,107,55
42,36,117,74
42,37,91,53
42,38,119,68
42,39,109,68
42,40,124,70
42,41,118,59
42,42,134,73
42,43,140,99
42,44,140,82
42,45,156,101
42,46,132,75
42,47,166,98
42,48,146,90
42,49,174,100
42,50,201,111
42,51,188,109
42,52,218,133
42,53,212,124
42,54,223,133
42,55,237,141
42,56,234,142
42,57,267,150
42,58,240,162
42,59,247,152
42,60,283,178
42,61,309,191
42,62,288,206
42,63,271,175
42,64,227,147
42,65,283,185
42,66,244,190
42,67,290,205
42,68,210,161
42,69,188,136
42,70,232,177
42,71,217,149
42,72,213,146
42,73,163,114
42,74,158,109
42,75,157,116
42,76,161,119
42,77,143,101
42,78,115,85
42,79,140,96
42,80,1071,750
44,18,19,13
44,19,24,18
44,20,42,23
44,21,34,22
44,22,35,24
44,23,34,21
44,24,42,26
44,25,41,25
44,26,51,33
44,27,44,30
44,28,49,28
44,29,33,17
44,30,50,33
44,31,43,21
44,32,49,28
44,33,40,24
44,34,48,28
44,35,66,40
44,36,70,44
44,37,68,43
44,38,58,38
44,39,71,45
44,40,63,35
44,41,63,35
44,42,90,54
44,43,88,54
44,44,85,46
44,45,105,68
44,46,84,51
44,47,107,66
44,48,115,71
44,49,106,63
44,50,114,75
44,51,136,75
44,52,140,81
44,53,155,99
44,54,122,83
44,55,145,81
44,56,139,75
44,57,171,99
44,58,166,106
44,59,150,92
44,60,184,132
44,61,191,137
44,62,217,146
44,63,178,122
44,64,145,101
44,65,155,107
44,66,152,97
44,67,175,122
44,68,128,95
44,69,108,72
44,70,107,79
44,71,121,90
44,72,110,78
44,73,98,73
44,74,91,67
44,75,90,63
44,76,75,50
44,77,74,56
44,78,68,44
44,79,55,41
44,80,573,425
45,18,83,57
45,19,64,39
45,20,77,50
45,21,83,50
45,22,74,52
45,23,98,54
45,24,88,50
45,25,89,55
45,26,105,65
45,27,103,65
45,28,86,49
45,29,93,55
45,30,117,62
45,31,94,61
45,32,117,68
45,33,112,59
45,34,104,56
45,35,115,65
45,36,105,48
45,37,112,64
45,38,103,67
45,39,116,68
45,40,123,65
45,41,99,64
45,42,138,81
45,43,144,83
45,44,137,81
45,45,140,83
45,46,133,80
45,47,151,96
45,48,186,97
45,49,179,94
45,50,216,123
45,51,169,104
45,52,180,105
45,53,230,138
45,54,199,102
45,55,230,129
45,56,218,133
45,57,250,178
45,58,235,135
45,59,218,135
45,60,271,173
45,61,238,156
45,62,249,162
45,63,263,171
45,64,299,200
45,65,296,199
45,66,271,199
45,67,318,214
45,68,251,168
45,69,246,178
45,70,241,179
45,71,231,170
45,72,224,166
45,73,199,134
45,74,170,126
45,75,177,139
45,76,151,104
45,77,140,96
45,78,143,107
45,79,109,81
45,80,825,595
46,18,69,56
46,19,46,37
46,20,55,43
46,21,55,34
46,22,50,38
46,23,47,39
46,24,82,56
46,25,65,48
46,26,61,44
46,27,71,48
46,28,96,63
46,29,90,68
46,30,78,58
46,31,79,53
46,32,107,71
46,33,97,64
46,34,83,63
46,35,84,60
46,36,71,57
46,37,101,69
46,38,97,66
46,39,76,51
46,40,82,58
46,41,69,47
46,42,94,60
46,43,99,71
46,44,94,63
46,45,95,72
46,46,92,60
46,47,96,74
46,48,103,80
46,49,115,77
46,50,125,87
46,51,137,100
46,52,144,105
46,53,145,100
46,54,149,101
46,55,150,101
46,56,152,114
46,57,153,111
46,58,156,111
46,59,135,105
46,60,173,115
46,61,160,123
46,62,160,121
46,63,152,111
46,64,183,135
46,65,184,149
46,66,164,132
46,67,158,123
46,68,126,99
46,69,112,88
46,70,142,113
46,71,123,88
46,72,97,74
46,73,109,88
46,74,119,91
46,75,115,94
46,76,94,83
46,77,97,74
46,78,93,74
46,79,79,57
46,80,715,582
47,18,26,16
47,19,24,19
47,20,21,12
47,21,27,16
47,22,28,16
47,23,33,19
47,24,32,24
47,25,36,22
47,26,33,16
47,27,42,28
47,28,27,19
47,29,37,22
47,30,39,23
47,31,26,16
47,32,41,27
47,33,40,15
47,34,45,25
47,35,29,14
47,36,39,28
47,37,39,20
47,38,44,28
47,39,46,29
47,40,56,32
47,41,39,21
47,42,43,25
47,43,43,24
47,44,48,32
47,45,68,40
47,46,58,27
47,47,62,41
47,48,67,33
47,49,69,35
47,50,95,65
47,51,74,43
47,52,81,50
47,53,103,60
47,54,72,46
47,55,84,46
47,56,99,57
47,57,107,78
47,58,108,68
47,59,96,58
47,60,97,57
47,61,111,70
47,62,137,88
47,63,119,77
47,64,119,76
47,65,131,89
47,66,111,82
47,67,126,86
47,68,99,66
47,69,86,60
47,70,116,91
47,71,84,57
47,72,106,73
47,73,89,63
47,74,83,62
47,75,85,63
47,76,63,50
47,77,59,46
47,78,65,52
47,79,70,47
47,80,412,286
48,18,127,85
48,19,136,92
48,20,139,98
48,21,132,91
48,22,135,94
48,23,140,90
48,24,136,86
48,25,142,95
48,26,134,83
48,27,178,117
48,28,142,89
48,29,166,110
48,30,180,118
48,31,175,109
48,32,182,119
48,33,180,112
48,34,197,128
48,35,198,132
48,36,175,105
48,37,196,116
48,38,175,108
48,39,185,118
48,40,211,151
48,41,169,107
48,42,212,133
48,43,211,141
48,44,214,130
48,45,216,148
48,46,194,126
48,47,197,126
48,48,247,156
48,49,245,159
48,50,294,178
48,51,221,128
48,52,265,165
48,53,271,189
48,54,282,175
48,55,276,189
48,56,310,196
48,57,283,192
48,58,271,172
48,59,321,221
48,60,319,219
48,61,279,191
48,62,334,220
48,63,352,249
48,64,326,219
48,65,372,261
48,66,328,229
48,67,353,257
48,68,325,226
48,69,269,190
48,70,280,216
48,71,290,228
48,72,226,175
48,73,243,171
48,74,258,193
48,75,239,194
48,76,209,162
48,77,214,167
48,78,213,152
48,79,202,151
48,80,1324,983
49,18,204,147
49,19,159,115
49,20,147,99
49,21,228,167
49,22,256,178
49,23,201,136
49,24,217,156
49,25,265,179
49,26,203,141
49,27,202,137
49,28,232,156
49,29,203,135
49,30,240,152
49,31,260,165
49,32,332,216
49,33,289,201
49,34,316,202
49,35,375,247
49,36,314,202
49,37,305,200
49,38,344,231
49,39,308,208
49,40,345,228
49,41,244,169
49,42,308,209
49,43,284,191
49,44,313,212
49,45,320,195
49,46,233,165
49,47,251,174
49,48,246,164
49,49,248,164
49,50,297,201
49,51,238,162
49,52,321,203
49,53,272,192
49,54,298,191
49,55,311,210
49,56,311,215
49,57,326,215
49,58,313,228
49,59,327,217
49,60,346,227
49,61,262,188
49,62,310,227
49,63,288,212
49,64,303,204
49,65,305,214
49,66,295,214
49,67,318,241
49,68,212,164
49,69,222,158
49,70,264,195
49,71,216,170
49,72,206,157
49,73,201,159
49,74,184,136
49,75,167,134
49,76,160,124
49,77,170,131
49,78,157,124
49,79,127,98
49,80,1059,807
50,18,49,38
50,19,53,47
50,20,41,29
50,21,50,35
50,22,40,28
50,23,55,44
50,24,55,37
50,25,53,34
50,26,63,43
50,27,50,28
50,28,70,49
50,29,57,41
50,30,63,46
50,31,67,40
50,32,63,47
50,33,83,57
50,34,75,53
50,35,65,44
50,36,64,36
50,37,86,57
50,38,72,43
50,39,66,45
50,40,88,56
50,41,88,53
50,42,102,70
50,43,94,63
50,44,97,68
50,45,104,69
50,46,103,68
50,47,118,80
50,48,135,95
50,49,115,84
50,50,138,85
50,51,140,93
50,52,152,102
50,53,138,89
50,54,136,91
50,55,150,101
50,56,146,100
50,57,155,124
50,58,162,111
50,59,161,119
50,60,171,113
50,61,166,114
50,62,164,126
50,63,153,114
50,64,143,113
50,65,159,125
50,66,140,101
50,67,155,129
50,68,117,96
50,69,94,64
50,70,130,94
50,71,105,83
50,72,90,64
50,73,77,61
50,74,87,62
50,75,63,45
50,76,78,61
50,77,69,50
50,78,55,40
50,79,57,45
50,80,340,245
51,18,55,37
51,19,51,33
51,20,55,33
51,21,54,29
51,22,60,40
51,23,69,42
51,24,76,52
51,25,77,53
51,26,68,36
51,27,101,53
51,28,86,52
51,29,98,63
51,30,97,63
51,31,98,58
51,32,93,51
51,33,110,65
51,34,111,53
51,35,118,72
51,36,111,62
51,37,91,53
51,38,123,80
51,39,116,75
51,40,136,81
51,41,114,68
51,42,120,81
51,43,150,93
51,44,139,91
51,45,141,79
51,46,142,77
51,47,154,88
51,48,168,94
51,49,166,104
51,50,231,134
51,51,164,110
51,52,194,114
51,53,211,134
51,54,212,131
51,55,221,143
51,56,209,129
51,57,227,140
51,58,205,125
51,59,211,139
51,60,306,190
51,61,189,112
51,62,235,161
51,63,220,161
51,64,196,136
51,65,248,171
51,66,192,133
51,67,194,139
51,68,169,119
51,69,142,107
51,70,180,131
51,71,194,146
51,72,152,118
51,73,139,100
51,74,123,94
51,75,137,96
51,76,99,71
51,77,91,64
51,78,105,73
51,79,93,72
51,80,627,476
53,18,80,66
53,19,63,58
53,20,48,35
53,21,70,54
53,22,82,57
53,23,82,59
53,24,79,54
53,25,85,50
53,26,73,45
53,27,89,64
53,28,80,52
53,29,84,57
53,30,98,63
53,31,80,51
53,32,98,64
53,33,96,57
53,34,77,57
53,35,110,74
53,36,120,73
53,37,112,82
53,38,114,71
53,39,88,59
53,40,124,84
53,41,94,67
53,42,122,90
53,43,149,105
53,44,120,77
53,45,136,95
53,46,143,100
53,47,158,110
53,48,129,71
53,49,174,128
53,50,175,114
53,51,163,103
53,52,164,106
53,53,168,110
53,54,207,130
53,55,200,132
53,56,202,131
53,57,226,147
53,58,206,136
53,59,234,167
53,60,246,176
53,61,232,164
53,62,252,175
53,63,298,208
53,64,228,168
53,65,222,172
53,66,248,189
53,67,277,211
53,68,240,188
53,69,182,142
53,70,224,175
53,71,199,157
53,72,180,137
53,73,182,135
53,74,170,121
53,75,145,99
53,76,127,97
53,77,133,106
53,78,120,85
53,79,133,97
53,80,846,662
54,18,40,35
54,19,35,30
54,20,29,20
54,21,55,40
54,22,49,32
54,23,56,35
54,24,46,27
54,25,56,35
54,26,41,25
54,27,42,25
54,28,53,32
54,29,57,29
54,30,54,29
54,31,54,28
54,32,75,39
54,33,71,41
54,34,64,34
54,35,65,40
54,36,62,37
54,37,72,39
54,38,69,46
54,39,56,31
54,40,93,50
54,41,66,39
54,42,80,47
54,43,92,48
54,44,85,49
54,45,100,49
54,46,88,48
54,47,118,65
54,48,102,54
54,49,84,48
54,50,111,62
54,51,102,62
54,52,122,66
54,53,117,69
54,54,115,61
54,55,126,70
54,56,147,80
54,57,151,99
54,58,134,78
54,59,165,99
54,60,179,119
54,61,158,94
54,62,155,108
54,63,132,87
54,64,142,98
54,65,187,120
54,66,129,86
54,67,152,111
54,68,127,87
54,69,115,92
54,70,109,72
54,71,104,72
54,72,97,81
54,73,118,82
54,74,84,63
54,75,96,71
54,76,78,58
54,77,80,59
54,78,63,47
54,79,74,51
54,80,421,299
55,18,74,53
55,19,65,50
55,20,71,51
55,21,75,48
55,22,64,50
55,23,80,56
55,24,77,55
55,25,62,38
55,26,74,46
55,27,69,41
55,28,75,45
55,29,89,60
55,30,70,45
55,31,79,46
55,32,70,40
55,33,77,47
55,34,79,43
55,35,90,61
55,36,89,58
55,37,80,52
55,38,93,54
55,39,89,60
55,40,97,66
55,41,85,54
55,42,95,64
55,43,87,61
55,44,107,61
55,45,121,84
55,46,104,68
55,47,126,78
55,48,119,77
55,49,117,70
55,50,136,93
55,51,125,88
55,52,152,94
55,53,151,102
55,54,174,117
55,55,172,111
55,56,148,106
55,57,180,117
55,58,173,123
55,59,178,119
55,60,216,153
55,61,164,116
55,62,212,147
55,63,186,131
55,64,159,125
55,65,176,133
55,66,165,127
55,67,174,138
55,68,149,111
55,69,124,97
55,70,141,104
55,71,130,99
55,72,134,109
55,73,92,70
55,74,102,71
55,75,102,78
55,76,97,72
55,77,77,62
55,78,77,56
55,79,88,67
55,80,538,427
56,18,16,12
56,19,19,14
56,20,25,18
56,21,15,11
56,22,16,15
56,23,30,18
56,24,16,12
56,25,27,16
56,26,20,12
56,27,27,15
56,28,33,22
56,29,33,17
56,30,46,30
56,31,39,23
56,32,51,39
56,33,58,38
56,34,47,36
56,35,71,42
56,36,48,29
56,37,66,51
56,38,48,34
56,39,42,28
56,40,74,45
56,41,55,36
56,42,73,53
56,43,52,29
56,44,61,42
56,45,52,40
56,46,56,39
56,47,61,46
56,48,65,44
56,49,64,46
56,50,93,65
56,51,79,63
56,52,106,72
56,53,115,82
56,54,137,98
56,55,144,105
56,56,145,100
56,57,129,99
56,58,157,109
56,59,145,101
56,60,173,126
56,61,213,155
56,62,185,132
56,63,233,174
56,64,163,118
56,65,153,112
56,66,189,139
56,67,192,142
56,68,134,100
56,69,128,97
56,70,151,118
56,71,138,102
56,72,164,128
56,73,131,101
56,74,117,90
56,75,105,76
56,76,98,73
56,77,122,96
56,78,93,59
56,79,83,66
56,80,791,594
